,Name,user_id,product_id,rating,times_stamps,offers
2000,Raunak Chad,A3QPJS71FU70MX,B001HDEECO,4.0,1373932800,"""Tag a friend and both of you get a 15% discount code."""
2001,Raunak Chad,A3QPJS71FU70MX,B001L1ATD0,3.0,1373932800,"""Hurry! 24-hour flash sale: Up to 40% off select items."""
2002,Raunak Chad,A3QPJS71FU70MX,B001XVWWF6,3.0,1373932800,"""Birthday month exclusive: 10% off for all August birthdays."""
2003,Raunak Chad,A3QPJS71FU70MX,B002RW47TY,3.0,1373932800,"""Free express shipping for a limited time."""
2004,Raunak Chad,A3QPJS71FU70MX,B003HMNK00,4.0,1373932800,"""Join our mailing list for exclusive offers and a one-time 15% discount."""
2005,Raunak Chad,A3QPJS71FU70MX,B0043PHNIA,4.0,1380240000,"""Enjoy free shipping on orders over $25."""
2006,Raunak Chad,A3QPJS71FU70MX,B0048HK4IY,3.0,1373932800,"""Save $10 when you spend $50 or more."""
2007,Raunak Chad,A3QPJS71FU70MX,B004MR2RMQ,3.0,1373932800,"""Get 20% off on all orders this weekend!"""
2008,Raunak Chad,A3QPJS71FU70MX,B004OP65CY,4.0,1373932800,"""First-time buyers: Take $5 off your initial purchase."""
2009,Raunak Chad,A3QPJS71FU70MX,B005OEFW5K,4.0,1373932800,"""Free express shipping for a limited time."""
2010,Raunak Chad,A3QPJS71FU70MX,B008467K1E,5.0,1380240000,"""Subscribe to our newsletter and receive 10% off your first order."""
2011,Raunak Chad,A3QPJS71FU70MX,B00BX4BF8S,1.0,1373932800,"""Valentine's Day special: Buy a dozen roses, get a free box of chocolates."""
2012,Myra Shanker,A1HAF9KEUQHT5F,0972683275,5.0,1356048000,"""Upgrade your phone and get a free case and screen protector."""
2013,Myra Shanker,A1HAF9KEUQHT5F,B00800VI0S,3.0,1356048000,"""Join our mailing list for exclusive offers and a one-time 15% discount."""
2014,Vaibhav Bakshi,A2PCG95PZLF92Q,0972683275,5.0,1356566400,"""Upgrade your phone and get a free case and screen protector."""
2015,Raunak Garde,A28DLVVZMHTAPN,0972683275,5.0,1388275200,"""Upgrade your phone and get a free case and screen protector."""
2016,Raunak Garde,A28DLVVZMHTAPN,B003ES5ZUU,3.0,1388275200,"""Enjoy free shipping on orders over $25."""
2017,Raunak Garde,A28DLVVZMHTAPN,B0074FGLUM,5.0,1388275200,"""Tag a friend and both of you get a 15% discount code."""
2018,Heer Ray,A34895BBYDUOG7,0972683275,5.0,1325548800,"""Upgrade your phone and get a free case and screen protector."""
2019,Mehul Sahota,A1SS291G5X84WC,0972683275,2.0,1362960000,"""Upgrade your phone and get a free case and screen protector."""
2020,Charvi Mandal,A1RPEK98P97J7W,0972683275,5.0,1359504000,"""Upgrade your phone and get a free case and screen protector."""
2021,Nirvi Dhillon,ABBPDSBNGEYRU,0972683275,5.0,1345420800,"""Upgrade your phone and get a free case and screen protector."""
2022,Ritvik Desai,AYKXABHFBFGJX,0972683275,2.0,1336694400,"""Upgrade your phone and get a free case and screen protector."""
2023,Ritvik Desai,AYKXABHFBFGJX,B0049YQVHE,1.0,1340236800,"""Upgrade your phone and get a free case and screen protector."""
2024,Anahi Goyal,A1B8LOW1DH3HZY,0972683275,3.0,1366848000,"""Upgrade your phone and get a free case and screen protector."""
2025,Emir Bedi,A17PJXD7YBSD8F,0972683275,5.0,1390780800,"""Upgrade your phone and get a free case and screen protector."""
2026,Shray Chaudhari,A36VRTU7YUGH39,0972683275,5.0,1360454400,"""Upgrade your phone and get a free case and screen protector."""
2027,Lakshay Baria,A2A3B0JX2JRS6S,0972683275,5.0,1379462400,"""Upgrade your phone and get a free case and screen protector."""
2028,Lakshay Baria,A2A3B0JX2JRS6S,9983891212,5.0,1379462400,"""Earn 1 point for every $1 spent; redeem 100 points for a $10 discount."""
2029,Lakshay Baria,A2A3B0JX2JRS6S,B000QZ001I,5.0,1351900800,"""Birthday month exclusive: 10% off for all August birthdays."""
2030,Lakshay Baria,A2A3B0JX2JRS6S,B000TYR5R8,5.0,1351900800,"""Valentine's Day special: Buy a dozen roses, get a free box of chocolates."""
2031,Lakshay Baria,A2A3B0JX2JRS6S,B0018QTWH2,5.0,1351900800,"""Back-to-school sale: Save on backpacks, notebooks, and more."""
2032,Lakshay Baria,A2A3B0JX2JRS6S,B001F42MKG,5.0,1362787200,"""Buy a laptop, mouse, and bag together and save 15%."""
2033,Lakshay Baria,A2A3B0JX2JRS6S,B001TH7GVE,5.0,1394409600,"""Take $20 off your next purchase."""
2034,Lakshay Baria,A2A3B0JX2JRS6S,B001Z5140O,1.0,1362787200,"""BOGO 50% off on all dresses."""
2035,Lakshay Baria,A2A3B0JX2JRS6S,B002BZFSYA,5.0,1395446400,"""Get 20% off on all orders this weekend!"""
2036,Lakshay Baria,A2A3B0JX2JRS6S,B002FP48H4,4.0,1358294400,"""Refer a friend and get 20% off your next purchase when they make their first order."""
2037,Lakshay Baria,A2A3B0JX2JRS6S,B002HK5AW4,5.0,1379462400,"""First-time buyers: Take $5 off your initial purchase."""
2038,Lakshay Baria,A2A3B0JX2JRS6S,B003O1UYHG,5.0,1379462400,"""Limited-time offer: 50% off until midnight!"""
2039,Lakshay Baria,A2A3B0JX2JRS6S,B0041BT21M,5.0,1379462400,"""Buy one pair of shoes, get a second pair free."""
2040,Lakshay Baria,A2A3B0JX2JRS6S,B0047T79VS,5.0,1398816000,"""Enjoy free shipping on orders over $25."""
2041,Lakshay Baria,A2A3B0JX2JRS6S,B004HYCXQY,5.0,1351900800,"""Happy Birthday! Enjoy 25% off your purchase on your special day."""
2042,Lakshay Baria,A2A3B0JX2JRS6S,B004S50WPG,4.0,1351900800,"""Buy a laptop, mouse, and bag together and save 15%."""
2043,Lakshay Baria,A2A3B0JX2JRS6S,B00570DFYQ,5.0,1379462400,"""Valentine's Day special: Buy a dozen roses, get a free box of chocolates."""
2044,Lakshay Baria,A2A3B0JX2JRS6S,B005FPJLJ6,1.0,1403395200,"""Tag a friend and both of you get a 15% discount code."""
2045,Lakshay Baria,A2A3B0JX2JRS6S,B005FRCUHY,5.0,1379462400,"""Save $10 when you spend $50 or more."""
2046,Lakshay Baria,A2A3B0JX2JRS6S,B006O6ADIS,3.0,1379462400,"""Join our mailing list for exclusive offers and a one-time 15% discount."""
2047,Lakshay Baria,A2A3B0JX2JRS6S,B009F1K79Y,4.0,1379462400,"""Birthday month exclusive: 10% off for all August birthdays."""
2048,Lakshay Baria,A2A3B0JX2JRS6S,B009S7IDJQ,5.0,1379462400,"""First-time buyers: Take $5 off your initial purchase."""
2049,Lakshay Baria,A2A3B0JX2JRS6S,B00AZ6YQJK,5.0,1398816000,"""Give $10, get $10 when you refer a friend."""
2050,Lakshay Baria,A2A3B0JX2JRS6S,B00B588HY2,5.0,1405036800,"""Enter our Instagram giveaway for a chance to win a $100 gift card."""
2051,Lakshay Baria,A2A3B0JX2JRS6S,B00BW6KCTU,5.0,1405036800,"""Buy one, get one 50% off."""
2052,Lakshay Baria,A2A3B0JX2JRS6S,B00CIDFP70,5.0,1379462400,"""Limited-time offer: 50% off until midnight!"""
2053,Lakshay Baria,A2A3B0JX2JRS6S,B00GHZS4SC,3.0,1387497600,"""Limited stock remaining: Clearance items must go!"""
2054,Lakshay Baria,A2A3B0JX2JRS6S,B00J6C6OZI,5.0,1405036800,"""Enjoy free shipping on orders over $25."""
2055,Aarna Kapur,A1ZPEZMQBCTZQN,0972683275,4.0,1384300800,"""Upgrade your phone and get a free case and screen protector."""
2056,Aarna Kapur,A1ZPEZMQBCTZQN,B00006JPWW,5.0,1355875200,"""Birthday month exclusive: 10% off for all August birthdays."""
2057,Aarna Kapur,A1ZPEZMQBCTZQN,B00007FWP2,2.0,1355875200,"""Welcome to our store! New customers get 15% off their first order."""
2058,Aarna Kapur,A1ZPEZMQBCTZQN,B000JWPVLW,5.0,1355875200,"""Join our mailing list for exclusive offers and a one-time 15% discount."""
2059,Aarna Kapur,A1ZPEZMQBCTZQN,B001C1SVSO,5.0,1355875200,"""Subscribe to our newsletter and receive 10% off your first order."""
2060,Aarna Kapur,A1ZPEZMQBCTZQN,B002OVMM18,5.0,1355875200,"""Buy one, get one 50% off."""
2061,Aarna Kapur,A1ZPEZMQBCTZQN,B004B52LHU,5.0,1355875200,"""Free express shipping for a limited time."""
2062,Aarna Kapur,A1ZPEZMQBCTZQN,B006GJTKRI,5.0,1355875200,"""Free express shipping for a limited time."""
2063,Aarna Kapur,A1ZPEZMQBCTZQN,B009IJMLGA,5.0,1391126400,"""Give $10, get $10 when you refer a friend."""
2064,Aarna Kapur,A1ZPEZMQBCTZQN,B009WTYIKS,5.0,1355875200,"""Last chance to grab items at clearance prices. Up to 70% off!"""
2065,Aarna Kapur,A1ZPEZMQBCTZQN,B009ZGYWYK,5.0,1355875200,"""Join our mailing list for exclusive offers and a one-time 15% discount."""
2066,Jhanvi Bahl,A2OGXHE7PVLTOE,0972683275,4.0,1324080000,"""Upgrade your phone and get a free case and screen protector."""
2067,Jhanvi Bahl,A2OGXHE7PVLTOE,B0002Y5WXE,5.0,1390780800,"""Limited stock remaining: Clearance items must go!"""
2068,Jhanvi Bahl,A2OGXHE7PVLTOE,B000FBK3QK,5.0,1340841600,"""Take $20 off your next purchase."""
2069,Jhanvi Bahl,A2OGXHE7PVLTOE,B000KKVFD6,5.0,1359331200,"""Give $10, get $10 when you refer a friend."""
2070,Jhanvi Bahl,A2OGXHE7PVLTOE,B000XE09OK,3.0,1274659200,"""Buy one, get one 50% off."""
2071,Jhanvi Bahl,A2OGXHE7PVLTOE,B0011NVMO8,4.0,1274659200,"""Hurry! 24-hour flash sale: Up to 40% off select items."""
2072,Jhanvi Bahl,A2OGXHE7PVLTOE,B002763BII,5.0,1317340800,"""Buy one, get one 50% off."""
2073,Jhanvi Bahl,A2OGXHE7PVLTOE,B004ELA7TA,5.0,1390780800,"""Tag a friend and both of you get a 15% discount code."""
2074,Jhanvi Bahl,A2OGXHE7PVLTOE,B004U5T2Q4,5.0,1324080000,"""Back-to-school sale: Save on backpacks, notebooks, and more."""
2075,Jhanvi Bahl,A2OGXHE7PVLTOE,B00776TXUS,5.0,1393545600,"""BOGO 50% off on all dresses."""
2076,Jhanvi Bahl,A2OGXHE7PVLTOE,B007X0AT0G,2.0,1344816000,"""Last chance to grab items at clearance prices. Up to 70% off!"""
2077,Divyansh Singh,A3OYE7X2O08LNT,0972683275,4.0,1360195200,"""Upgrade your phone and get a free case and screen protector."""
2078,Divyansh Singh,A3OYE7X2O08LNT,B002IC0YLS,4.0,1360195200,"""Give $10, get $10 when you refer a friend."""
2079,Divyansh Singh,A3OYE7X2O08LNT,B0045371FU,5.0,1306108800,"""Save $10 when you spend $50 or more."""
2080,Divyansh Singh,A3OYE7X2O08LNT,B004KKGF1O,4.0,1360195200,"""Save $10 when you spend $50 or more."""
2081,Divyansh Singh,A3OYE7X2O08LNT,B008D2IHES,5.0,1360195200,"""Birthday month exclusive: 10% off for all August birthdays."""
2082,Nitara Kaul,A1RKIVV5VR3RJ8,0972683275,4.0,1293408000,"""Upgrade your phone and get a free case and screen protector."""
2083,Nitara Kaul,A1RKIVV5VR3RJ8,B001J85BS8,3.0,1293408000,"""Welcome to our store! New customers get 15% off their first order."""
2084,Ehsaan Baria,A31KBWBVXWUCSR,0972683275,5.0,1288310400,"""Upgrade your phone and get a free case and screen protector."""
2085,Ehsaan Baria,A31KBWBVXWUCSR,B002MZZX9E,1.0,1311379200,"""Join our mailing list for exclusive offers and a one-time 15% discount."""
2086,Nehmat Ratta,A1KECIKIWDB4HH,0972683275,4.0,1282867200,"""Upgrade your phone and get a free case and screen protector."""
2087,Divij Sur,A2YIXN1SNPWV0A,0972683275,4.0,1341360000,"""Upgrade your phone and get a free case and screen protector."""
2088,Divij Sur,A2YIXN1SNPWV0A,B000LYABHW,5.0,1384819200,"""Enjoy free shipping on orders over $25."""
2089,Onkar Verma,A2LR9WP2JGDT8E,0972683275,2.0,1355702400,"""Upgrade your phone and get a free case and screen protector."""
2090,Onkar Verma,A2LR9WP2JGDT8E,B000EVSLRO,3.0,1243123200,"""Tag a friend and both of you get a 15% discount code."""
2091,Onkar Verma,A2LR9WP2JGDT8E,B000M17AVO,3.0,1262995200,"""Upgrade your phone and get a free case and screen protector."""
2092,Onkar Verma,A2LR9WP2JGDT8E,B000RGDBU8,5.0,1376956800,"""Happy Birthday! Enjoy 25% off your purchase on your special day."""
2093,Onkar Verma,A2LR9WP2JGDT8E,B002K3Z3E8,4.0,1274745600,"""Buy one, get one 50% off."""
2094,Onkar Verma,A2LR9WP2JGDT8E,B002KETE24,4.0,1310083200,"""Save $10 when you spend $50 or more."""
2095,Onkar Verma,A2LR9WP2JGDT8E,B002XMP7K6,4.0,1308700800,"""Save $10 when you spend $50 or more."""
2096,Onkar Verma,A2LR9WP2JGDT8E,B0046TDJJK,5.0,1364774400,"""Last chance to grab items at clearance prices. Up to 70% off!"""
2097,Onkar Verma,A2LR9WP2JGDT8E,B005IQRMN4,5.0,1366588800,"""Take $20 off your next purchase."""
2098,Onkar Verma,A2LR9WP2JGDT8E,B006P88VSE,3.0,1364774400,"""Subscribe to our newsletter and receive 10% off your first order."""
2099,Onkar Verma,A2LR9WP2JGDT8E,B007PBGQ6Y,4.0,1369526400,"""BOGO 50% off on all dresses."""
2100,Onkar Verma,A2LR9WP2JGDT8E,B0081W9QQS,5.0,1364774400,"""BOGO 50% off on all dresses."""
2101,Onkar Verma,A2LR9WP2JGDT8E,B00HI62DS6,4.0,1398211200,"""Enter our Instagram giveaway for a chance to win a $100 gift card."""
2102,Ishita Karan,A1TSQF40H4MIWM,0972683275,5.0,1402790400,"""Upgrade your phone and get a free case and screen protector."""
2103,Yakshit Chanda,A3DBMXKKJMO910,0972683275,5.0,1324684800,"""Upgrade your phone and get a free case and screen protector."""
2104,Yakshit Chanda,A3DBMXKKJMO910,B0055QYJM4,4.0,1324684800,"""Limited-time offer: 50% off until midnight!"""
2105,Pihu Contractor,A23AF9X5323ME3,0972683275,3.0,1295222400,"""Upgrade your phone and get a free case and screen protector."""
2106,Pihu Contractor,A23AF9X5323ME3,B0009MFQ12,4.0,1164499200,"""Limited-time offer: 50% off until midnight!"""
2107,Divyansh Dhaliwal,A18FTRFQQ141CP,0972683275,5.0,1332028800,"""Upgrade your phone and get a free case and screen protector."""
2108,Divyansh Dhaliwal,A18FTRFQQ141CP,B000TYR5R8,1.0,1356220800,"""Valentine's Day special: Buy a dozen roses, get a free box of chocolates."""
2109,Divyansh Dhaliwal,A18FTRFQQ141CP,B0019N4RUQ,5.0,1329350400,"""Refer a friend and get 20% off your next purchase when they make their first order."""
2110,Divyansh Dhaliwal,A18FTRFQQ141CP,B0028N7NF2,5.0,1338508800,"""Exclusive offer for our loyal customers: 20% off your next visit."""
2111,Divyansh Dhaliwal,A18FTRFQQ141CP,B0028N7OLK,5.0,1338508800,"""Give $10, get $10 when you refer a friend."""
2112,Divyansh Dhaliwal,A18FTRFQQ141CP,B002XX3L8U,3.0,1339113600,"""Enjoy free shipping on orders over $25."""
2113,Divyansh Dhaliwal,A18FTRFQQ141CP,B0038W0K2K,1.0,1356220800,"""Limited stock remaining: Clearance items must go!"""
2114,Divyansh Dhaliwal,A18FTRFQQ141CP,B003Z6Q2JE,4.0,1356220800,"""Take $20 off your next purchase."""
2115,Divyansh Dhaliwal,A18FTRFQQ141CP,B008FXPW5C,5.0,1367280000,"""Subscribe to our newsletter and receive 10% off your first order."""
2116,Emir Dixit,AE1L7FJUVT661,0972683275,5.0,1354924800,"""Upgrade your phone and get a free case and screen protector."""
2117,Emir Dixit,AE1L7FJUVT661,B002MFJXZY,5.0,1354924800,"""Exclusive offer for our loyal customers: 20% off your next visit."""
2118,Emir Dixit,AE1L7FJUVT661,B002TKS0S8,5.0,1354924800,"""Last chance to grab items at clearance prices. Up to 70% off!"""
2119,Emir Dixit,AE1L7FJUVT661,B0055QYJM4,5.0,1354924800,"""Limited-time offer: 50% off until midnight!"""
2120,Aayush Sani,A1M17ZTK354P6Y,0972683275,4.0,1369353600,"""Upgrade your phone and get a free case and screen protector."""
2121,Ojas Divan,A3D8NXND1ALT91,0972683275,4.0,1366416000,"""Upgrade your phone and get a free case and screen protector."""
2122,Nirvi Dave,A1XEYWWDJ09OEA,0972683275,4.0,1297468800,"""Upgrade your phone and get a free case and screen protector."""
2123,Nirvi Dave,A1XEYWWDJ09OEA,B00081NX5U,4.0,1330732800,"""Refer a friend and get 20% off your next purchase when they make their first order."""
2124,Nirvi Dave,A1XEYWWDJ09OEA,B001BLTDZA,5.0,1295913600,"""Enjoy free shipping on orders over $25."""
2125,Nirvi Dave,A1XEYWWDJ09OEA,B001PL3XJS,5.0,1297468800,"""Welcome to our store! New customers get 15% off their first order."""
2126,Nirvi Dave,A1XEYWWDJ09OEA,B0041LYY6K,4.0,1292025600,"""Save $10 when you spend $50 or more."""
2127,Nirvi Dave,A1XEYWWDJ09OEA,B0052YFYFK,5.0,1355529600,"""Valentine's Day special: Buy a dozen roses, get a free box of chocolates."""
2128,Siya Bakshi,A2JMN2JA9LSHVL,0972683275,1.0,1354320000,"""Upgrade your phone and get a free case and screen protector."""
2129,Siya Bakshi,A2JMN2JA9LSHVL,B00020M1U0,5.0,1233360000,"""Enjoy free shipping on orders over $25."""
2130,Siya Bakshi,A2JMN2JA9LSHVL,B000PCVF3E,5.0,1233360000,"""Welcome to our store! New customers get 15% off their first order."""
2131,Siya Bakshi,A2JMN2JA9LSHVL,B001F7HJL0,5.0,1233360000,"""Get 20% off on all orders this weekend!"""
2132,Siya Bakshi,A2JMN2JA9LSHVL,B004T1YAEI,5.0,1354320000,"""BOGO 50% off on all dresses."""
2133,Siya Bakshi,A2JMN2JA9LSHVL,B0057PPM7E,5.0,1354320000,"""Refer a friend and get 20% off your next purchase when they make their first order."""
2134,Akarsh Subramanian,A3ATF868IEP191,0972683275,4.0,1360540800,"""Upgrade your phone and get a free case and screen protector."""
2135,Akarsh Subramanian,A3ATF868IEP191,B000O5N5AI,4.0,1375920000,"""Valentine's Day special: Buy a dozen roses, get a free box of chocolates."""
2136,Akarsh Subramanian,A3ATF868IEP191,B0027VT6V4,5.0,1340323200,"""Exclusive offer for our loyal customers: 20% off your next visit."""
2137,Akarsh Subramanian,A3ATF868IEP191,B005EV1R8Y,4.0,1360540800,"""Back-to-school sale: Save on backpacks, notebooks, and more."""
2138,Akarsh Subramanian,A3ATF868IEP191,B007UNMHIS,3.0,1375920000,"""Welcome to our store! New customers get 15% off their first order."""
2139,Akarsh Subramanian,A3ATF868IEP191,B00FFVYSE8,5.0,1404777600,"""Exclusive offer for our loyal customers: 20% off your next visit."""
2140,Aaryahi Dugal,A1YQJNKIMRBU1M,0972683275,5.0,1370563200,"""Upgrade your phone and get a free case and screen protector."""
2141,Aniruddh Joshi,A2D6D5MUX0SP2H,0972683275,5.0,1393718400,"""Upgrade your phone and get a free case and screen protector."""
2142,Aniruddh Joshi,A2D6D5MUX0SP2H,B009ALH6IY,4.0,1393718400,"""Tag a friend and both of you get a 15% discount code."""
2143,Aniruddh Joshi,A2D6D5MUX0SP2H,B00BOHFHWY,4.0,1393718400,"""Back-to-school sale: Save on backpacks, notebooks, and more."""
2144,Sumer Yogi,AXREKH8MC9S3X,0972683275,5.0,1384128000,"""Upgrade your phone and get a free case and screen protector."""
2145,Yasmin Sahni,A3VZ53R6F842QZ,0972683275,5.0,1319587200,"""Upgrade your phone and get a free case and screen protector."""
2146,Yasmin Sahni,A3VZ53R6F842QZ,B001MQ8DIM,5.0,1319587200,"""Enter our Instagram giveaway for a chance to win a $100 gift card."""
2147,Yasmin Sahni,A3VZ53R6F842QZ,B0083RYG1Q,5.0,1362700800,"""Limited-time offer: 50% off until midnight!"""
2148,Shaan Bose,A14O9P3DV5EHKO,0972683275,3.0,1359331200,"""Upgrade your phone and get a free case and screen protector."""
2149,Shaan Bose,A14O9P3DV5EHKO,B000ERAOMS,4.0,1362787200,"""Subscribe to our newsletter and receive 10% off your first order."""
2150,Shaan Bose,A14O9P3DV5EHKO,B000FI9VU2,3.0,1374624000,"""Enter our Instagram giveaway for a chance to win a $100 gift card."""
2151,Shaan Bose,A14O9P3DV5EHKO,B000VIA4CA,5.0,1362787200,"""Welcome to our store! New customers get 15% off their first order."""
2152,Shaan Bose,A14O9P3DV5EHKO,B001196H3S,5.0,1362787200,"""Limited stock remaining: Clearance items must go!"""
2153,Shaan Bose,A14O9P3DV5EHKO,B001G4ZA6I,5.0,1363824000,"""Upgrade your phone and get a free case and screen protector."""
2154,Shaan Bose,A14O9P3DV5EHKO,B001O9X9EU,5.0,1363824000,"""Save $10 when you spend $50 or more."""
2155,Shaan Bose,A14O9P3DV5EHKO,B002AQ9IVY,5.0,1327017600,"""Save $10 when you spend $50 or more."""
2156,Shaan Bose,A14O9P3DV5EHKO,B0030BZ7HM,3.0,1306972800,"""Hurry! 24-hour flash sale: Up to 40% off select items."""
2157,Shaan Bose,A14O9P3DV5EHKO,B0037D51FQ,4.0,1359331200,"""Buy one pair of shoes, get a second pair free."""
2158,Shaan Bose,A14O9P3DV5EHKO,B0038JECKE,4.0,1357084800,"""Welcome to our store! New customers get 15% off their first order."""
2159,Shaan Bose,A14O9P3DV5EHKO,B003YUEF0E,5.0,1359331200,"""Happy Birthday! Enjoy 25% off your purchase on your special day."""
2160,Shaan Bose,A14O9P3DV5EHKO,B0044MHZQM,4.0,1346976000,"""Hurry! 24-hour flash sale: Up to 40% off select items."""
2161,Shaan Bose,A14O9P3DV5EHKO,B00483WRZ6,5.0,1327017600,"""Exclusive offer for our loyal customers: 20% off your next visit."""
2162,Shaan Bose,A14O9P3DV5EHKO,B005RTI4LQ,4.0,1363824000,"""BOGO 50% off on all dresses."""
2163,Shaan Bose,A14O9P3DV5EHKO,B006WWMZSK,1.0,1362787200,"""Welcome to our store! New customers get 15% off their first order."""
2164,Shaan Bose,A14O9P3DV5EHKO,B006ZP8UOW,4.0,1359331200,"""Back-to-school sale: Save on backpacks, notebooks, and more."""
2165,Shaan Bose,A14O9P3DV5EHKO,B0071O4EZK,4.0,1357603200,"""Take $20 off your next purchase."""
2166,Shaan Bose,A14O9P3DV5EHKO,B008YD80KC,1.0,1362787200,"""Last chance to grab items at clearance prices. Up to 70% off!"""
2167,Shaan Bose,A14O9P3DV5EHKO,B0092TK2U8,5.0,1374624000,"""Happy Birthday! Enjoy 25% off your purchase on your special day."""
2168,Divyansh Shah,A27WRC8KIFFTWS,0972683275,5.0,1362700800,"""Upgrade your phone and get a free case and screen protector."""
2169,Nirvi Balan,AVHB9LLVCTEKY,0972683275,5.0,1375142400,"""Upgrade your phone and get a free case and screen protector."""
2170,Nirvi Balan,AVHB9LLVCTEKY,B001H0BA24,3.0,1402617600,"""Last chance to grab items at clearance prices. Up to 70% off!"""
2171,Nirvi Balan,AVHB9LLVCTEKY,B0042A7CAA,5.0,1402617600,"""Save $10 when you spend $50 or more."""
2172,Nirvi Balan,AVHB9LLVCTEKY,B004RORMF6,1.0,1401840000,"""BOGO 50% off on all dresses."""
2173,Nirvi Balan,AVHB9LLVCTEKY,B0095VPBFY,4.0,1402617600,"""Last chance to grab items at clearance prices. Up to 70% off!"""
2174,Nirvi Balan,AVHB9LLVCTEKY,B009KTT2CO,5.0,1402617600,"""Give $10, get $10 when you refer a friend."""
2175,Nirvi Balan,AVHB9LLVCTEKY,B00B9996LA,5.0,1402617600,"""Refer a friend and get 20% off your next purchase when they make their first order."""
2176,Nirvi Balan,AVHB9LLVCTEKY,B00DVTBM2W,5.0,1402617600,"""Give $10, get $10 when you refer a friend."""
2177,Ishita Jaggi,A1BFGWPAR3XE0Y,0972683275,5.0,1391472000,"""Upgrade your phone and get a free case and screen protector."""
2178,Adira Datta,A38IZ9GUFJ28AP,0972683275,5.0,1333497600,"""Upgrade your phone and get a free case and screen protector."""
2179,Adira Datta,A38IZ9GUFJ28AP,B001NJ3H0C,4.0,1374451200,"""Free express shipping for a limited time."""
2180,Adira Datta,A38IZ9GUFJ28AP,B0077V88VI,3.0,1334361600,"""Join our mailing list for exclusive offers and a one-time 15% discount."""
2181,Adira Datta,A38IZ9GUFJ28AP,B009OBCAW2,3.0,1387324800,"""Enjoy free shipping on orders over $25."""
2182,Prerak Hora,A153SN02P05UXE,0972683275,5.0,1391731200,"""Upgrade your phone and get a free case and screen protector."""
2183,Prerak Hora,A153SN02P05UXE,B003DIWJXC,5.0,1391731200,"""Limited-time offer: 50% off until midnight!"""
2184,Prerak Hora,A153SN02P05UXE,B005F5HTMC,5.0,1391731200,"""Save $10 when you spend $50 or more."""
2185,Darshit Bath,A3F9NDKO3GFOCH,0972683275,5.0,1319328000,"""Upgrade your phone and get a free case and screen protector."""
2186,Darshit Bath,A3F9NDKO3GFOCH,B008E0Q0C0,5.0,1347321600,"""Happy Birthday! Enjoy 25% off your purchase on your special day."""
2187,Rati Chand,A1KI8R3FT71PPK,0972683275,5.0,1346198400,"""Upgrade your phone and get a free case and screen protector."""
2188,Rati Chand,A1KI8R3FT71PPK,B000WOF5L8,4.0,1346198400,"""Free express shipping for a limited time."""
2189,Rati Chand,A1KI8R3FT71PPK,B002C0ERAU,1.0,1313625600,"""Valentine's Day special: Buy a dozen roses, get a free box of chocolates."""
2190,Aaryahi Chandran,A38KYGIUKF2MFU,0972683275,5.0,1290384000,"""Upgrade your phone and get a free case and screen protector."""
2191,Raunak Dhar,AIJWAL4ZGCK2F,0972683275,5.0,1317513600,"""Upgrade your phone and get a free case and screen protector."""
2192,Raunak Dhar,AIJWAL4ZGCK2F,B00009R8I4,5.0,1206662400,"""Enjoy free shipping on orders over $25."""
2193,Vivaan Deshpande,A2GPNXFUUV51ZZ,0972683275,5.0,1395878400,"""Upgrade your phone and get a free case and screen protector."""
2194,Vivaan Deshpande,A2GPNXFUUV51ZZ,B000PD9TG8,4.0,1362700800,"""BOGO 50% off on all dresses."""
2195,Vivaan Deshpande,A2GPNXFUUV51ZZ,B007GJR7GS,3.0,1402617600,"""First-time buyers: Take $5 off your initial purchase."""
2196,Vivaan Deshpande,A2GPNXFUUV51ZZ,B007PJ4P4G,3.0,1395878400,"""Join our mailing list for exclusive offers and a one-time 15% discount."""
2197,Vivaan Deshpande,A2GPNXFUUV51ZZ,B009B960EG,5.0,1369094400,"""Last chance to grab items at clearance prices. Up to 70% off!"""
2198,Vivaan Deshpande,A2GPNXFUUV51ZZ,B009BVDV5A,4.0,1395878400,"""Give $10, get $10 when you refer a friend."""
2199,Vivaan Deshpande,A2GPNXFUUV51ZZ,B009NPAORC,4.0,1355443200,"""Limited-time offer: 50% off until midnight!"""
2200,Vivaan Deshpande,A2GPNXFUUV51ZZ,B00GV7123A,3.0,1397001600,"""Join our mailing list for exclusive offers and a one-time 15% discount."""
2201,Advik Dubey,A3CLWR1UUZT6TG,0972683275,5.0,1373587200,"""Upgrade your phone and get a free case and screen protector."""
2202,Advik Dubey,A3CLWR1UUZT6TG,1400532655,5.0,1291420800,"""Take $20 off your next purchase."""
2203,Advik Dubey,A3CLWR1UUZT6TG,B00004Z5D1,5.0,1395878400,"""Give $10, get $10 when you refer a friend."""
2204,Advik Dubey,A3CLWR1UUZT6TG,B000L484VW,1.0,1402358400,"""Refer a friend and get 20% off your next purchase when they make their first order."""
2205,Advik Dubey,A3CLWR1UUZT6TG,B000OW3524,5.0,1386115200,"""BOGO 50% off on all dresses."""
2206,Advik Dubey,A3CLWR1UUZT6TG,B000OXM14G,5.0,1386115200,"""Upgrade your phone and get a free case and screen protector."""
2207,Advik Dubey,A3CLWR1UUZT6TG,B000PEF254,5.0,1270598400,"""Buy one pair of shoes, get a second pair free."""
